year,state,crop,area,production,yield
2013,Karnataka,Pigeonpea,823.76,756.58,918.45
2014,Karnataka,Pigeonpea,728.05,474.02,651.08
2015,Karnataka,Pigeonpea,657.37,241.65,367.6
2016,Karnataka,Pigeonpea,1213.84,1212.3,998.73
2017,Karnataka,Pigeonpea,884.9,839.5699999999999,948.77
2012,Kerala,Pigeonpea,1.1800000000000002,1.89,1601.69
2013,Kerala,Pigeonpea,0.89,1.4300000000000002,1606.74
2014,Kerala,Pigeonpea,1.48,1.9,1283.78
2015,Kerala,Pigeonpea,1.43,1.8399999999999999,1286.71
2010,Madhya Pradesh,Pigeonpea,638.2,201.6,315.89
2011,Madhya Pradesh,Pigeonpea,531.0,330.2,621.85
2012,Madhya Pradesh,Pigeonpea,454.55,314.59,692.09
2013,Madhya Pradesh,Pigeonpea,395.7,284.96,720.14
2014,Madhya Pradesh,Pigeonpea,520.0,506.0,973.08
2015,Madhya Pradesh,Pigeonpea,581.0,599.0,1030.98
2016,Madhya Pradesh,Pigeonpea,692.0,871.0,1258.67
2017,Madhya Pradesh,Pigeonpea,646.98,839.4,1297.41
2010,Maharashtra,Pigeonpea,1301.79,975.79,749.58
2011,Maharashtra,Pigeonpea,1233.1,871.1,706.43
2012,Maharashtra,Pigeonpea,1213.6,1005.82,828.79
2013,Maharashtra,Pigeonpea,1141.3,1034.2,906.16
2014,Maharashtra,Pigeonpea,1210.2,353.3,291.94
2015,Maharashtra,Pigeonpea,1236.9,444.2,359.12
2016,Maharashtra,Pigeonpea,1435.63,2089.24,1455.28
2017,Maharashtra,Pigeonpea,1375.1,1250.68,909.52
2010,Orissa,Pigeonpea,135.39,124.02,916.02
2011,Orissa,Pigeonpea,142.14,115.38,811.73
2012,Orissa,Pigeonpea,140.87,128.48,912.05
2013,Orissa,Pigeonpea,138.88,124.44,896.03
2014,Orissa,Pigeonpea,137.87,123.81,898.02
2015,Orissa,Pigeonpea,138.29,122.52,885.96
2016,Orissa,Pigeonpea,135.54,119.82,884.02
2017,Orissa,Pigeonpea,137.89,123.69,897.02
2010,Punjab,Pigeonpea,4.51,4.41,977.83
2011,Punjab,Pigeonpea,3.1,2.7,870.97
2012,Punjab,Pigeonpea,2.4,2.2,916.67
2013,Punjab,Pigeonpea,2.9,2.6,896.55
2014,Punjab,Pigeonpea,2.6,2.39,919.23
2015,Punjab,Pigeonpea,2.6,2.63,1011.54
2016,Punjab,Pigeonpea,5.7,4.9,859.65
2017,Punjab,Pigeonpea,2.6,2.7,1038.46
2010,Rajasthan,Pigeonpea,21.330000000000002,16.16,757.62
2011,Rajasthan,Pigeonpea,19.1,12.67,663.35
2012,Rajasthan,Pigeonpea,16.79,14.78,880.29
2013,Rajasthan,Pigeonpea,14.500000000000002,9.41,648.97
2014,Rajasthan,Pigeonpea,13.18,9.700000000000001,735.96
2015,Rajasthan,Pigeonpea,24.39,13.36,547.77
2016,Rajasthan,Pigeonpea,17.83,19.43,1089.74
2017,Rajasthan,Pigeonpea,12.46,12.65,1015.25
2010,Tamil Nadu,Pigeonpea,35.769999999999996,23.7,662.57
2011,Tamil Nadu,Pigeonpea,35.96,31.32,870.97
2012,Tamil Nadu,Pigeonpea,42.07,33.11,787.02
2013,Tamil Nadu,Pigeonpea,59.63999999999999,57.69,967.3
2016,Tamil Nadu,Pigeonpea,56.57,37.05,654.94
2017,Tamil Nadu,Pigeonpea,49.23,53.8,1092.83
2010,Telangana,Pigeonpea,341.43,151.17,442.76
2011,Telangana,Pigeonpea,298.65,90.69,303.67
2012,Telangana,Pigeonpea,275.71,152.82,554.28
2013,Telangana,Pigeonpea,262.91999999999996,139.24,529.59
2014,Telangana,Pigeonpea,220.68,109.28,495.2
2015,Telangana,Pigeonpea,248.93,104.85,421.2
2016,Telangana,Pigeonpea,387.45,262.23,676.81
2017,Telangana,Pigeonpea,330.36,263.76,798.4
2010,Uttar Pradesh,Pigeonpea,334.51,301.42,901.08
2011,Uttar Pradesh,Pigeonpea,288.75,294.37,1019.46
2012,Uttar Pradesh,Pigeonpea,311.46999999999997,324.71,1042.51
2013,Uttar Pradesh,Pigeonpea,300.71,271.43,902.63
2014,Uttar Pradesh,Pigeonpea,286.52,174.03,607.39
2015,Uttar Pradesh,Pigeonpea,264.73,182.38,688.93
2016,Uttar Pradesh,Pigeonpea,337.71,362.86,1074.47
2017,Uttar Pradesh,Pigeonpea,282.28,331.65999999999997,1174.93
2010,Uttarakhand,Pigeonpea,1.97,1.33,675.13
2011,Uttarakhand,Pigeonpea,2.56,1.75,683.59
2012,Uttarakhand,Pigeonpea,2.52,1.98,785.71
2013,Uttarakhand,Pigeonpea,2.3200000000000003,1.8900000000000001,814.66
2014,Uttarakhand,Pigeonpea,3.1500000000000004,2.86,907.94
2015,Uttarakhand,Pigeonpea,3.35,2.76,823.88
2016,Uttarakhand,Pigeonpea,2.5,2.25,900.0
2017,Uttarakhand,Pigeonpea,3.47,3.31,953.89
2010,West Bengal,Pigeonpea,1.56,2.23,1429.49
2011,West Bengal,Pigeonpea,1.26,0.55,436.51
2012,West Bengal,Pigeonpea,1.4300000000000002,2.04,1426.57
2013,West Bengal,Pigeonpea,1.49,2.15,1442.95
2014,West Bengal,Pigeonpea,2.04,2.94,1441.18
2015,West Bengal,Pigeonpea,2.85,2.48,870.18
2016,West Bengal,Pigeonpea,2.48,3.14,1266.13
2017,West Bengal,Pigeonpea,2.73,4.46,1633.7
2010,Andhra Pradesh,Rabi Sorghum,79.4,143.63,1808.94
2011,Andhra Pradesh,Rabi Sorghum,119.86999999999999,291.22,2429.47
2012,Andhra Pradesh,Rabi Sorghum,136.47,338.52,2480.55
2013,Andhra Pradesh,Rabi Sorghum,85.53,208.49999999999997,2437.74
2014,Andhra Pradesh,Rabi Sorghum,104.53999999999999,289.54999999999995,2769.75
2015,Andhra Pradesh,Rabi Sorghum,130.22,308.42,2368.45
2016,Andhra Pradesh,Rabi Sorghum,83.14,177.84,2139.04
2017,Andhra Pradesh,Rabi Sorghum,109.99000000000001,302.47,2749.98
2010,Chhattisgarh,Rabi Sorghum,3.52,1.5999999999999999,454.55
2010,Gujarat,Rabi Sorghum,49.400000000000006,58.3,1180.16
2011,Gujarat,Rabi Sorghum,55.800000000000004,59.4,1064.52
2012,Gujarat,Rabi Sorghum,30.1,31.3,1039.87
2013,Gujarat,Rabi Sorghum,37.68,56.23,1492.3
2014,Gujarat,Rabi Sorghum,33.7,48.019999999999996,1424.93
2015,Gujarat,Rabi Sorghum,24.380000000000003,29.02,1190.32
2016,Gujarat,Rabi Sorghum,30.139999999999997,45.65,1514.6
2017,Gujarat,Rabi Sorghum,24.22,31.980000000000004,1320.4
2010,Karnataka,Rabi Sorghum,1026.31,1122.22,1093.45
2011,Karnataka,Rabi Sorghum,945.3399999999999,875.5899999999999,926.22
2012,Karnataka,Rabi Sorghum,1105.83,1121.1399999999999,1013.84
2013,Karnataka,Rabi Sorghum,971.38,1077.98,1109.74
2014,Karnataka,Rabi Sorghum,930.5,1013.49,1089.19
2015,Karnataka,Rabi Sorghum,999.2,677.64,678.18
2016,Karnataka,Rabi Sorghum,837.28,717.27,856.67
2017,Karnataka,Rabi Sorghum,995.63,1110.99,1115.87
2010,Madhya Pradesh,Rabi Sorghum,3.68,5.21,1415.76
2011,Madhya Pradesh,Rabi Sorghum,2.59,3.9999999999999996,1544.4
2012,Madhya Pradesh,Rabi Sorghum,2.47,4.96,2008.1
2013,Madhya Pradesh,Rabi Sorghum,3.52,5.2,1477.27
2010,Maharashtra,Rabi Sorghum,3027.5,2084.58,688.55
2011,Maharashtra,Rabi Sorghum,2333.4,1285.1299999999999,550.75
2012,Maharashtra,Rabi Sorghum,2401.2,961.6,400.47
2013,Maharashtra,Rabi Sorghum,2780.7,1921.5,691.01
2014,Maharashtra,Rabi Sorghum,2608.1,1524.4,584.49
2015,Maharashtra,Rabi Sorghum,2596.8,837.1,322.36
2016,Maharashtra,Rabi Sorghum,3012.03,1963.35,651.84
2017,Maharashtra,Rabi Sorghum,2898.86,1842.43,635.57
2010,Tamil Nadu,Rabi Sorghum,63.9,102.7,1607.2
2011,Tamil Nadu,Rabi Sorghum,63.46,105.48,1662.15
2012,Tamil Nadu,Rabi Sorghum,82.34,81.61,991.13
2013,Tamil Nadu,Rabi Sorghum,122.11,262.86,2152.65
2014,Tamil Nadu,Rabi Sorghum,179.65,393.83,2192.21
2015,Tamil Nadu,Rabi Sorghum,153.97,245.8,1596.41
2016,Tamil Nadu,Rabi Sorghum,140.04,47.35,338.12
2017,Tamil Nadu,Rabi Sorghum,144.29000000000002,155.70999999999998,1079.15
2010,Telangana,Rabi Sorghum,60.61,50.01,825.11
2011,Telangana,Rabi Sorghum,53.45,51.42,962.02
2012,Telangana,Rabi Sorghum,47.370000000000005,43.88,926.32
2013,Telangana,Rabi Sorghum,36.33,32.019999999999996,881.37
2014,Telangana,Rabi Sorghum,36.4,36.269999999999996,996.43
2015,Telangana,Rabi Sorghum,31.21,25.189999999999998,807.11
2016,Telangana,Rabi Sorghum,27.82,33.11,1190.15
2017,Telangana,Rabi Sorghum,24.17,32.67,1351.68
2010,Andhra Pradesh,Rapeseed And Mustard,6.34,2.69,424.29
2011,Andhra Pradesh,Rapeseed And Mustard,6.45,15.75,2441.86
2012,Andhra Pradesh,Rapeseed And Mustard,3.53,1.53,433.43
2013,Andhra Pradesh,Rapeseed And Mustard,3.3000000000000003,2.12,642.42
2014,Andhra Pradesh,Rapeseed And Mustard,5.7,3.2,561.4
2015,Andhra Pradesh,Rapeseed And Mustard,1.42,0.77,542.25
2016,Andhra Pradesh,Rapeseed And Mustard,5.069999999999999,2.08,410.26
2017,Andhra Pradesh,Rapeseed And Mustard,2.99,1.3699999999999999,458.19
2010,Assam,Rapeseed And Mustard,240.42000000000002,141.29,587.68
2011,Assam,Rapeseed And Mustard,244.29000000000002,136.73,559.7
2012,Assam,Rapeseed And Mustard,275.84,169.07999999999998,612.96
2013,Assam,Rapeseed And Mustard,276.07,167.42,606.44
2014,Assam,Rapeseed And Mustard,276.40999999999997,185.31,670.42
2015,Assam,Rapeseed And Mustard,281.04,196.58,699.47
2016,Assam,Rapeseed And Mustard,288.86,186.01,643.95
2017,Assam,Rapeseed And Mustard,284.61,182.2,640.17
2010,Bihar,Rapeseed And Mustard,86.4,95.82000000000001,1109.03
2011,Bihar,Rapeseed And Mustard,90.35,127.97,1416.38
2012,Bihar,Rapeseed And Mustard,86.85,138.55,1595.28
2013,Bihar,Rapeseed And Mustard,85.3,117.15,1373.39
2014,Bihar,Rapeseed And Mustard,84.45,92.9,1100.06
2015,Bihar,Rapeseed And Mustard,89.69,94.4,1052.51
2016,Bihar,Rapeseed And Mustard,82.75999999999999,97.68,1180.28
2017,Bihar,Rapeseed And Mustard,79.12,98.48,1244.69
2010,Chhattisgarh,Rapeseed And Mustard,51.8,21.1,407.34
2011,Chhattisgarh,Rapeseed And Mustard,49.17,21.83,443.97
2012,Chhattisgarh,Rapeseed And Mustard,47.03,23.869999999999997,507.55
2013,Chhattisgarh,Rapeseed And Mustard,47.54,26.979999999999997,567.52
2014,Chhattisgarh,Rapeseed And Mustard,46.56,24.59,528.14
2015,Chhattisgarh,Rapeseed And Mustard,46.32,26.009999999999998,561.53
2016,Chhattisgarh,Rapeseed And Mustard,42.92,18.44,429.64
2017,Chhattisgarh,Rapeseed And Mustard,41.43000000000001,18.35,442.92
2010,Gujarat,Rapeseed And Mustard,222.7,349.2,1568.03
2011,Gujarat,Rapeseed And Mustard,207.6,327.3,1576.59
2012,Gujarat,Rapeseed And Mustard,212.79999999999998,360.6,1694.55
2013,Gujarat,Rapeseed And Mustard,277.03000000000003,488.45,1763.17
2014,Gujarat,Rapeseed And Mustard,185.03,336.67,1819.54
2015,Gujarat,Rapeseed And Mustard,190.19,276.21000000000004,1452.28
2016,Gujarat,Rapeseed And Mustard,200.04999999999998,354.40000000000003,1771.56
2017,Gujarat,Rapeseed And Mustard,221.29,400.07,1807.9
2010,Haryana,Rapeseed And Mustard,509.7,953.0,1869.73
2011,Haryana,Rapeseed And Mustard,535.9,747.0,1393.92
2012,Haryana,Rapeseed And Mustard,558.33,959.3,1718.16
2013,Haryana,Rapeseed And Mustard,535.0,878.0,1641.12
2014,Haryana,Rapeseed And Mustard,480.0,689.0,1435.42
2015,Haryana,Rapeseed And Mustard,510.40000000000003,823.0,1612.46
2016,Haryana,Rapeseed And Mustard,506.1,965.1,1906.94
2017,Haryana,Rapeseed And Mustard,548.91,1107.5,2017.63
2010,Himachal Pradesh,Rapeseed And Mustard,8.6,4.27,496.51
2011,Himachal Pradesh,Rapeseed And Mustard,9.120000000000001,5.0,548.25
2012,Himachal Pradesh,Rapeseed And Mustard,8.94,3.98,445.19
2013,Himachal Pradesh,Rapeseed And Mustard,8.46,4.22,498.82
2014,Himachal Pradesh,Rapeseed And Mustard,8.65,4.75,549.13
2015,Himachal Pradesh,Rapeseed And Mustard,8.33,4.43,531.81
2016,Himachal Pradesh,Rapeseed And Mustard,7.12,1.68,235.96
2017,Himachal Pradesh,Rapeseed And Mustard,8.32,4.55,546.88
2010,Jharkhand,Rapeseed And Mustard,10.51,7.82,744.05
2011,Jharkhand,Rapeseed And Mustard,7.51,6.49,864.18
2012,Jharkhand,Rapeseed And Mustard,21.27,18.95,890.93
2013,Jharkhand,Rapeseed And Mustard,31.79,32.13,1010.7
2014,Jharkhand,Rapeseed And Mustard,27.740000000000002,24.22,873.11
2015,Jharkhand,Rapeseed And Mustard,37.160000000000004,31.64,851.45
2016,Jharkhand,Rapeseed And Mustard,64.37,60.2,935.22
2017,Jharkhand,Rapeseed And Mustard,305.04,218.16,715.18
2010,Karnataka,Rapeseed And Mustard,3.85,1.51,392.21
2011,Karnataka,Rapeseed And Mustard,3.54,1.07,302.26
2012,Karnataka,Rapeseed And Mustard,2.2199999999999998,0.67,301.8
2013,Karnataka,Rapeseed And Mustard,2.7,0.78,288.89
2014,Karnataka,Rapeseed And Mustard,2.04,0.44,215.69
2015,Karnataka,Rapeseed And Mustard,1.61,0.35000000000000003,217.39
2016,Karnataka,Rapeseed And Mustard,4.59,0.8299999999999998,180.83
2017,Karnataka,Rapeseed And Mustard,2.34,0.38,162.39
2010,Madhya Pradesh,Rapeseed And Mustard,725.8,818.6,1127.86
2011,Madhya Pradesh,Rapeseed And Mustard,783.9,869.2,1108.81
2012,Madhya Pradesh,Rapeseed And Mustard,703.25,962.09,1368.06
2013,Madhya Pradesh,Rapeseed And Mustard,702.1,651.54,927.99
2014,Madhya Pradesh,Rapeseed And Mustard,614.0,630.0,1026.06
2015,Madhya Pradesh,Rapeseed And Mustard,621.0,661.0,1064.41
2016,Madhya Pradesh,Rapeseed And Mustard,711.0,920.99,1295.34
2017,Madhya Pradesh,Rapeseed And Mustard,747.9,975.79,1304.71
2016,Maharashtra,Rapeseed And Mustard,9.23,3.31,358.61
2017,Maharashtra,Rapeseed And Mustard,6.66,2.27,340.84
2010,Orissa,Rapeseed And Mustard,112.45,42.18,375.1
2011,Orissa,Rapeseed And Mustard,126.67,52.66,415.73
2012,Orissa,Rapeseed And Mustard,116.37,49.11,422.02
2013,Orissa,Rapeseed And Mustard,145.36,61.63,423.98
2014,Orissa,Rapeseed And Mustard,121.98,51.72,424.0
2015,Orissa,Rapeseed And Mustard,99.69,41.97,421.01
2016,Orissa,Rapeseed And Mustard,110.47,46.84,424.01
2017,Orissa,Rapeseed And Mustard,109.57,47.660000000000004,434.97
2010,Punjab,Rapeseed And Mustard,32.0,42.0,1312.5
2011,Punjab,Rapeseed And Mustard,29.0,37.0,1275.86
2012,Punjab,Rapeseed And Mustard,32.0,41.7,1303.12
2013,Punjab,Rapeseed And Mustard,32.0,41.8,1306.25
2014,Punjab,Rapeseed And Mustard,31.0,38.7,1248.39
2015,Punjab,Rapeseed And Mustard,31.0,41.8,1348.39
2016,Punjab,Rapeseed And Mustard,31.7,44.8,1413.25
2017,Punjab,Rapeseed And Mustard,30.5,45.69,1498.03
2010,Rajasthan,Rapeseed And Mustard,2489.89,3883.3,1559.63
2011,Rajasthan,Rapeseed And Mustard,2441.26,2950.4700000000003,1208.58
2012,Rajasthan,Rapeseed And Mustard,2724.96,3759.97,1379.83
2013,Rajasthan,Rapeseed And Mustard,2782.55,3620.86,1301.27
2014,Rajasthan,Rapeseed And Mustard,2433.77,2878.94,1182.91
2015,Rajasthan,Rapeseed And Mustard,2532.33,3258.0,1286.56
2016,Rajasthan,Rapeseed And Mustard,2503.31,3808.0299999999997,1521.2
2017,Rajasthan,Rapeseed And Mustard,2183.01,3524.12,1614.34
2012,Tamil Nadu,Rapeseed And Mustard,0.6000000000000001,0.13,216.67
2013,Tamil Nadu,Rapeseed And Mustard,0.58,0.13,224.14
2010,Telangana,Rapeseed And Mustard,0.5900000000000001,0.28,474.58
2013,Telangana,Rapeseed And Mustard,0.84,0.6399999999999999,761.9
2014,Telangana,Rapeseed And Mustard,2.26,3.96,1752.21
2015,Telangana,Rapeseed And Mustard,1.36,1.67,1227.94
2010,Uttar Pradesh,Rapeseed And Mustard,594.03,703.44,1184.18
2011,Uttar Pradesh,Rapeseed And Mustard,604.42,685.5600000000001,1134.24
2012,Uttar Pradesh,Rapeseed And Mustard,663.15,836.35,1261.18
2013,Uttar Pradesh,Rapeseed And Mustard,663.6,672.49,1013.4
2014,Uttar Pradesh,Rapeseed And Mustard,627.09,487.07,776.71
2015,Uttar Pradesh,Rapeseed And Mustard,594.5600000000001,603.5699999999999,1015.15
2016,Uttar Pradesh,Rapeseed And Mustard,690.46,858.82,1243.84
2017,Uttar Pradesh,Rapeseed And Mustard,680.26,946.09,1390.78
2010,Uttarakhand,Rapeseed And Mustard,11.879999999999999,9.68,814.81
2011,Uttarakhand,Rapeseed And Mustard,11.65,9.16,786.27
2012,Uttarakhand,Rapeseed And Mustard,12.47,11.49,921.41
2013,Uttarakhand,Rapeseed And Mustard,11.15,8.46,758.74
2014,Uttarakhand,Rapeseed And Mustard,13.049999999999999,9.17,702.68
2015,Uttarakhand,Rapeseed And Mustard,11.09,10.69,963.93
2016,Uttarakhand,Rapeseed And Mustard,12.23,10.53,861.0
2017,Uttarakhand,Rapeseed And Mustard,12.200000000000001,9.78,801.64
2010,West Bengal,Rapeseed And Mustard,410.78999999999996,419.29,1020.69
2011,West Bengal,Rapeseed And Mustard,419.48,380.92,908.08
2012,West Bengal,Rapeseed And Mustard,446.92999999999995,474.84000000000003,1062.45
2013,West Bengal,Rapeseed And Mustard,448.61,478.09000000000003,1065.71
2014,West Bengal,Rapeseed And Mustard,448.61,479.67,1069.24
2015,West Bengal,Rapeseed And Mustard,457.86,490.23,1070.7
2016,West Bengal,Rapeseed And Mustard,456.97,493.11,1079.09
2017,West Bengal,Rapeseed And Mustard,610.38,733.36,1201.48
2010,Andhra Pradesh,Rice,2772.38,7933.09,2861.47
2011,Andhra Pradesh,Rice,2346.31,7744.17,3300.57
2012,Andhra Pradesh,Rice,2209.25,6862.75,3106.37
2013,Andhra Pradesh,Rice,2583.44,7993.45,3094.11
2014,Andhra Pradesh,Rice,2393.9700000000003,8455.59,3532.04
2015,Andhra Pradesh,Rice,2160.79,7518.29,3479.42
2016,Andhra Pradesh,Rice,2105.02,8002.34,3801.55
2017,Andhra Pradesh,Rice,2218.1800000000003,8461.34,3814.54
2010,Assam,Rice,2516.33,5001.55,1987.64
2011,Assam,Rice,2525.3,4691.42,1857.77
2012,Assam,Rice,2461.89,5086.66,2066.16
2013,Assam,Rice,2484.47,5163.03,2078.12
2014,Assam,Rice,2477.1,5193.52,2096.61
2015,Assam,Rice,2467.16,5094.54,2064.94
2016,Assam,Rice,2449.98,5098.8099999999995,2081.16
2017,Assam,Rice,2417.1800000000003,5255.4,2174.19
2010,Bihar,Rice,2845.4,3112.65,1093.92
2011,Bihar,Rice,3350.95,8237.97,2458.4
2012,Bihar,Rice,3298.89,8322.02,2522.67
2013,Bihar,Rice,3150.8,6649.61,2110.45
2014,Bihar,Rice,3263.42,8241.64,2525.46
2015,Bihar,Rice,3232.34,6802.25,2104.44
2016,Bihar,Rice,3339.77,8238.77,2466.87
2017,Bihar,Rice,3306.98,8093.16,2447.3
2010,Chhattisgarh,Rice,3827.21,6356.62,1660.9
2011,Chhattisgarh,Rice,3939.83,6300.82,1599.26
2012,Chhattisgarh,Rice,3982.18,7848.41,1970.88
2013,Chhattisgarh,Rice,3987.75,7102.75,1781.14
2014,Chhattisgarh,Rice,4035.73,7977.76,1976.78
2015,Chhattisgarh,Rice,3959.75,5154.33,1301.68
2016,Chhattisgarh,Rice,4052.58,8793.27,2169.8
2017,Chhattisgarh,Rice,3976.63,5749.05,1445.71
2010,Gujarat,Rice,808.0999999999999,1665.8000000000002,2061.38
2011,Gujarat,Rice,835.5,1789.6999999999998,2142.07
2012,Gujarat,Rice,701.1,1497.3,2135.64
2013,Gujarat,Rice,820.39,1778.1,2167.38
2014,Gujarat,Rice,794.46,1771.58,2229.92
2015,Gujarat,Rice,774.22,1691.8799999999999,2185.27
2016,Gujarat,Rice,847.6,1988.47,2346.0
2017,Gujarat,Rice,855.29,1889.81,2209.55
2010,Haryana,Rice,1243.3,3465.0,2786.94
2011,Haryana,Rice,1234.1,3757.0,3044.32
2012,Haryana,Rice,1206.25,3941.0,3267.15
2013,Haryana,Rice,1244.0,4041.0,3248.39
2014,Haryana,Rice,1277.0,3989.0,3123.73
2015,Haryana,Rice,1353.1,4144.0,3062.6
2016,Haryana,Rice,1385.2,4453.0,3214.7
2017,Haryana,Rice,1422.0,4880.0,3431.79
2010,Himachal Pradesh,Rice,75.44000000000001,110.24,1461.29
2011,Himachal Pradesh,Rice,75.06,108.64,1447.38
2012,Himachal Pradesh,Rice,75.39,111.27000000000001,1475.93
2013,Himachal Pradesh,Rice,73.11,106.91000000000001,1462.32
2014,Himachal Pradesh,Rice,72.38,116.36000000000001,1607.63
2015,Himachal Pradesh,Rice,71.61,114.66,1601.17
2016,Himachal Pradesh,Rice,70.84,103.56,1461.89
2017,Himachal Pradesh,Rice,71.61,114.78,1602.85
2010,Jharkhand,Rice,837.19,759.24,906.89
2011,Jharkhand,Rice,982.7,2064.48,2100.82
2012,Jharkhand,Rice,1091.08,2133.74,1955.62
2013,Jharkhand,Rice,1085.64,2245.66,2068.51
2014,Jharkhand,Rice,989.0,2089.17,2112.41
2015,Jharkhand,Rice,1162.5,1143.39,983.56
2016,Jharkhand,Rice,1342.07,2775.0299999999997,2067.72
2017,Jharkhand,Rice,1735.43,3421.25,1971.41
2010,Karnataka,Rice,1539.48,4296.37,2790.79
2011,Karnataka,Rice,1416.17,3955.76,2793.28
2012,Karnataka,Rice,1278.94,3364.4,2630.62
2013,Karnataka,Rice,1340.05,4052.57,3024.19
2014,Karnataka,Rice,1326.55,4027.76,3036.27
2015,Karnataka,Rice,1110.08,3020.63,2721.09
2016,Karnataka,Rice,1034.54,2874.2200000000003,2778.26
2017,Karnataka,Rice,992.95,2907.51,2928.15
2010,Kerala,Rice,213.2,522.74,2451.88
2011,Kerala,Rice,208.17000000000002,569.01,2733.39
2012,Kerala,Rice,197.28,508.31,2576.59
2013,Kerala,Rice,199.61,564.34,2827.21
2014,Kerala,Rice,198.17,562.09,2836.4
2015,Kerala,Rice,196.87,549.29,2790.12
2016,Kerala,Rice,171.39000000000001,436.46999999999997,2546.65
2017,Kerala,Rice,189.1,521.32,2756.85
2010,Madhya Pradesh,Rice,1573.5,1766.6,1122.72
2011,Madhya Pradesh,Rice,1651.8,2220.4,1344.23
2012,Madhya Pradesh,Rice,1791.17,2971.14,1658.77
2013,Madhya Pradesh,Rice,1881.55,3321.73,1765.42
2014,Madhya Pradesh,Rice,2057.0,3522.66,1712.52
2015,Madhya Pradesh,Rice,2026.0,3412.66,1684.43
2016,Madhya Pradesh,Rice,2287.0,5499.21,2404.55
2017,Madhya Pradesh,Rice,2035.14,4899.06,2407.23
2010,Maharashtra,Rice,1518.1100000000001,2696.51,1776.23
2011,Maharashtra,Rice,1544.2,2848.65,1844.74
2012,Maharashtra,Rice,1559.03,3077.85,1974.21
2013,Maharashtra,Rice,1604.9,3108.29,1936.75
2014,Maharashtra,Rice,1551.2,2946.6,1899.56
2015,Maharashtra,Rice,1502.8,2593.1,1725.51
2016,Maharashtra,Rice,1535.37,3580.91,2332.28
2017,Maharashtra,Rice,1450.95,2730.8,1882.08
2010,Orissa,Rice,4225.69,6931.16,1640.24
2011,Orissa,Rice,4004.54,5895.0,1472.08
2012,Orissa,Rice,4022.83,9496.82,2360.73
2013,Orissa,Rice,4180.22,7613.42,1821.3
2014,Orissa,Rice,4166.26,9844.65,2362.95
2015,Orissa,Rice,3941.5099999999998,5875.37,1490.64
2016,Orissa,Rice,3962.7799999999997,9794.32,2471.58
2017,Orissa,Rice,3766.39,6551.37,1739.43
2010,Punjab,Rice,2826.0,10819.0,3828.38
2011,Punjab,Rice,2791.39,10542.0,3776.61
2012,Punjab,Rice,2849.0,11390.0,3997.89
2013,Punjab,Rice,2851.0,11267.0,3951.95
2014,Punjab,Rice,2894.0,11107.0,3837.94
2015,Punjab,Rice,2975.0,11823.0,3974.12
2016,Punjab,Rice,3046.0,12638.0,4149.05
2017,Punjab,Rice,3065.0,13382.0,4366.07
2010,Rajasthan,Rice,131.15,265.55,2024.78
2011,Rajasthan,Rice,134.36,253.39,1885.9
2012,Rajasthan,Rice,125.67,222.53,1770.75
2013,Rajasthan,Rice,145.57999999999998,312.59000000000003,2147.2
2014,Rajasthan,Rice,167.77,366.68,2185.61
2015,Rajasthan,Rice,182.92,369.79,2021.59
2016,Rajasthan,Rice,197.76,452.69,2289.09
2017,Rajasthan,Rice,190.65,450.93,2365.22
2010,Tamil Nadu,Rice,1905.77,5792.44,3039.42
2011,Tamil Nadu,Rice,1781.44,6971.2,3913.24
2012,Tamil Nadu,Rice,1493.27,4050.35,2712.4
2013,Tamil Nadu,Rice,1725.77,7115.2,4122.91
2014,Tamil Nadu,Rice,1795.01,7949.47,4428.65
2015,Tamil Nadu,Rice,2000.23,7374.71,3686.93
2016,Tamil Nadu,Rice,1837.33,6071.009999999999,3304.26
2017,Tamil Nadu,Rice,1828.8700000000001,6905.96,3776.08
2010,Telangana,Rice,1978.94,6536.23,3302.89
2011,Telangana,Rice,1749.55,5147.63,2942.26
2012,Telangana,Rice,1418.51,4647.81,3276.54
2013,Telangana,Rice,1994.42,6581.09,3299.75
2014,Telangana,Rice,1415.42,4544.99,3211.05
2015,Telangana,Rice,1046.18,3047.29,2912.78
2016,Telangana,Rice,1828.5600000000002,6599.07,3608.89
2017,Telangana,Rice,1962.37,6263.44,3191.77
2010,Uttar Pradesh,Rice,5831.48,12363.539999999999,2120.14
2011,Uttar Pradesh,Rice,5918.08,13949.63,2357.12
2012,Uttar Pradesh,Rice,5374.6,13182.31,2452.71
2013,Uttar Pradesh,Rice,5967.15,14588.97,2444.88
2014,Uttar Pradesh,Rice,5885.03,13346.029999999999,2267.79
2015,Uttar Pradesh,Rice,5876.26,12531.73,2132.6
2016,Uttar Pradesh,Rice,6006.6,14500.8,2414.14
2017,Uttar Pradesh,Rice,5937.08,15551.39,2619.37
2010,Uttarakhand,Rice,267.46000000000004,516.28,1930.31
2011,Uttarakhand,Rice,259.58,559.12,2153.94
2012,Uttarakhand,Rice,255.67,576.21,2253.73
2013,Uttarakhand,Rice,247.61,569.83,2301.32
2014,Uttarakhand,Rice,247.06,571.87,2314.7
2015,Uttarakhand,Rice,250.96,611.34,2436.01
2016,Uttarakhand,Rice,251.31,607.83,2418.65
2017,Uttarakhand,Rice,247.04,632.1,2558.69
2010,West Bengal,Rice,4944.15,13389.62,2708.17
2011,West Bengal,Rice,5433.7,14610.279999999999,2688.83
